,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*,02,09,10,0,240,03,"14,8","12,8","13,6",,,"1013,0",,,,,,00,"0,0",240,11,"1,0",MAREJADILLA,087,,,,,,
,02,12,10,0,090,05,"16,5","14,0","15,0",,"14,7","1015,0",,,,,,00,"0,0",240,10,"1,0",MAREJADILLA,085,,,,"0,0",005,
,02,15,10,4,270,05,"19,4","15,6","17,0",,,"1016,0",,,,,,00,"0,0",240,13,"1,0",MAREJADILLA,079,,,,,,
,02,18,10,0,240,15,"20,5","15,8","17,5",,,"1015,5",,,,,,00,"0,0",240,12,"1,5",MAREJADA,074,,,,,,
,02,21,10,0,240,20,"20,8","14,2","16,7",,,"1014,8",,,,,,00,"0,0",240,11,"1,5",MAREJADA,066,,,,,,
,02,24,10,0,210,06,"19,1","13,7","15,8",,"21,3","1015,0",,,,,,00,"0,0",240,11,"1,5",MAREJADA,071,,,,,,09
,03,03,10,0,210,04,"17,4","13,1","14,8",,,"1015,2",,,,,,00,"0,0",240,11,"1,0",MAREJADILLA,076,,,,,,
,03,06,10,0,000,00,"15,4","13,0","14,0",,,"1014,2",,,,,,00,"0,0",240,11,"1,0",MAREJADILLA,086,,,,,,
,03,09,10,0,000,00,"15,0","12,6","13,6",,,"1013,5",,,,,,00,"0,0",240,11,"1,0",MAREJADILLA,086,,,,,,
,03,12,10,0,000,00,"15,2","12,8","13,8",,"14,7","1014,5",,,,,,00,"0,0",240,11,"1,0",MAREJADILLA,086,,,,"0,0",003,
,03,15,10,0,260,06,"19,2","15,7","17,0",,,"1015,1",,,,,,01,"0,5",240,12,"1,0",MAREJADILLA,080,,,,,,
,03,18,10,0,240,18,"20,7","15,7","17,5",,,"1014,1",,,,,,02,"0,5",240,11,"1,5",MAREJADILLA,073,,,,,,
,03,21,10,0,240,20,"20,9","14,7","17,0",,,"1013,1",,,,,,02,"0,5",240,10,"1,5",MAREJADILLA,068,,,,,,
,03,24,10,0,240,05,"19,4","13,9","16,0",,"21,5","1013,9",,,,,,02,"0,5",240,10,"1,5",MAREJADILLA,070,,,,,,11
,04,03,10,0,000,00,"16,9","14,6","15,5",,,"1014,0",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,087,,,,,,
,04,06,10,0,000,00,"15,1","13,1","13,9",,,"1012,8",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,088,,,,,,
,04,09,10,0,000,00,"14,6","12,9","13,6",,,"1011,9",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,090,,,,,,
,04,12,10,0,000,00,"14,9","12,9","13,7",,"14,4","1012,9",,,,,,00,"0,0",240,11,"1,0",MAREJADILLA,088,,,,"0,0",002,
,04,15,10,0,240,14,"18,8","15,3","16,6",,,"1014,0",,,,,,02,"0,5",240,13,"1,0",MAREJADILLA,080,,,,,,
,04,18,10,0,250,18,"19,6","15,7","17,1",,,"1014,0",,,,,,02,"0,5",240,12,"1,5",MAREJADILLA,078,,,,,,
,04,21,10,0,230,16,"20,1","14,3","16,5",,,"1013,8",,,,,,01,"0,5",240,12,"1,5",MAREJADILLA,069,,,,,,
,04,24,10,0,240,16,"17,7","13,1","15,0",,"20,8","1014,6",,,,,,02,"0,5",240,12,"1,5",MAREJADILLA,075,,,,,,11
,05,03,10,0,250,04,"16,0","12,3","13,8",,,"1015,6",,,,,,01,"0,5",240,12,"1,0",MAREJADILLA,078,,,,,,
,05,06,10,0,220,05,"15,6","11,8","13,4",,,"1014,0",,,,,,01,"0,3",240,11,"1,0",MAREJADILLA,078,,,,,,
,05,09,10,0,260,03,"13,9","11,5","12,5",,,"1012,9",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,085,,,,,,
,05,12,10,0,000,00,"13,8","11,3","12,4",,"13,3","1013,6",,,,,,02,"0,5",240,10,"1,0",MAREJADILLA,085,,,,"0,0",003,
,05,15,10,0,250,02,"18,4","14,2","15,8",,,"1014,5",,,,,,02,"0,5",240,10,"1,0",MAREJADILLA,076,,,,,,
,05,18,10,0,260,13,"21,0","13,5","16,4",,,"1013,5",,,,,,02,"0,5",240,10,"1,5",MAREJADILLA,062,,,,,,
,05,21,10,0,260,18,"20,4","12,8","15,8",,,"1012,0",,,,,,02,"0,5",240,10,"1,0",MAREJADILLA,061,,,,,,
,05,24,10,0,230,09,"18,6","11,5","14,4",,"21,5","1012,0",,,,,,00,"0,0",240,10,"1,0",MAREJADILLA,063,,,,,,12
,06,03,10,0,240,10,"16,8","11,7","13,8",,,"1012,5",,,,,,00,"0,0",240,10,"1,0",MAREJADILLA,071,,,,,,
,06,06,10,0,200,00,"15,6","12,4","13,7",,,"1012,2",,,,,,00,"0,0",210,10,"1,0",MAREJADILLA,081,,,,,,
,06,09,10,0,000,00,"13,6","10,8","12,0",,,"1011,6",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,083,,,,,,
,06,12,10,8,110,05,"15,2","13,2","14,0",,"13,5","1012,0",,SC(5),450,,,00,"0,0",240,12,"1,0",MAREJADILA,087,,,,"0,0",008,
,06,15,10,8,000,00,"16,3","14,8","15,4",,,"1015,5",,SC(5),450,,,00,"0,0",240,11,"1,0",MAREJADILLA,091,,,,,,
,06,18,10,8,350,04,"19,2","15,2","16,7",,,"1016,0",,SC(5),450,,,00,"0,0",240,10,"1,0",MAREJADILLA,077,,,,,,
,06,21,10,0,240,08,"20,0","16,4","17,7",,,"1015,2",,,,,,00,"0,0",240,11,"1,0",MAREJADILLA,079,,,,,,
,06,24,10,0,230,10,"17,5","14,2","15,5",,"20,7","1015,0",,,,,,00,"0,0",240,10,"1,0",MAREJADILLA,081,,,,,,04
,07,03,10,0,240,04,"16,1","13,3","14,4",,,"1015,9",,,,,,00,"0,0",240,10,"1,0",MAREJADILLA,083,,,,,,
,07,06,10,6,240,08,"16,6","14,0","15,0",,,"1015,5",,SC(5),600,,,00,"0,0",240,11,"1,0",MAREJADILLA,085,,,,,,
,07,09,10,7,150,03,"15,8","13,1","14,2",,,"1015,0",,SC(5),600,,,00,"0,0",240,11,"1,0",MAREJADILLA,084,,,,,,
,07,12,10,7,180,06,"16,1","12,7","14,1",,"15,7","1016,0",,SC(5),540,,,00,"0,0",240,10,"1,0",MAREJADILLA,080,,,,"0,0",002,
,07,15,10,7,280,06,"18,6","14,4","16,0",,,"1017,0",,ST(6),450,,,00,"0,0",250,10,"1,0",MAREJADILLA ,077,,,,,,
,07,18,10,3,240,15,"19,5","15,0","16,7",,,"1017,0",,ST(6),450,,,00,"0,0",250,10,"1,0",MAREJADILA,077,,,,,,
,07,21,10,0,220,15,"22,4","13,7","17,0",,,"1014,2",,,,,,02,"0,5",240,10,"1,0",MAREJADILA,058,,,,,,
,07,24,10,0,350,04,"18,8","15,0","16,4",,"22,5","1014,0",,,,,,02,"0,5",240,10,"1,0",MAREJADILA,078,,,,,,09
,08,03,10,0,000,00,"17,4","15,1","16,0",,,"1013,0",,,,,,02,"0,5",240,10,"1,0",MAREJADILA,087,,,,,,
,08,06,10,0,000,00,"15,9","14,6","15,1",,,"1011,5",,,,,,00,"0,0",240,12,"1,0",marejadilla,092,,,,,,
,08,09,10,3,040,04,"15,4","14,7","15,0",,,"1011,0",,,,,,02,"0,5",240,12,"1,0",MAREJADILLA,096,,,,,,
,08,12,"0,5",8,360,06,"15,0","14,3","14,6",,"14,9","1012,0",NIEBLA(46),ST(6),300,,,/,/,/,/,/,/,096,,,,"0,0",003,
,08,15,"0,5",8,030,03,"16,4","14,9","15,5",,,"1012,8",NIEBLA(44),ST(6),90,,,/,/,/,/,/,/,091,,,,,,
,08,18,10,0,240,16,"20,9","15,9","17,7",,,"1011,3",,,,,,02,"1,0",240,11,"1,5",MAREJADA,073,,,,,,
,08,21,10,0,240,18,"20,7","16,3","17,9",,,"1010,0",,,,,,02,"0,5",240,12,"1,0",MAREJADILLA,076,,,,,,
,08,24,10,0,060,04,"20,8","17,1","18,4",,"22,3","1010,0",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,080,,,,,,08
,09,03,10,0,000,00,"16,8","14,9","15,6",,,"1010,0",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,088,,,,,,
,09,06,10,0,000,00,"15,7","14,7","15,1",,,"1009,2",,,,,,00,"0,0",240,11,"1,5",MAREJADA,094,,,,,,
,09,09,6,3,000,00,"14,9","14,2","14,5",,,"1009,0",NEBLINA(10),SC(5),600,,,00,"0,0",240,11,"1,5",MAREJADA,096,,,,,,
,09,12,"0,2",9,000,00,"15,0","14,7","14,8",,"14,5","1010,2",NIEBLA(47),,,,,/,/,/,/,/,/,098,,,,"0,0",002,
,09,15,3,8,000,00,"16,9","15,6","16,1",,,"1011,9",LLOVIZNA (50),ST(6),210,,,00,"0,0",240,12,"2,5",MAREJADA,092,,,,,,
,09,18,4,8,270,04,"18,1","15,6","16,5",,,"1011,9",NEBLINA(10),ST(6),180,,,00,"0,0",250,13,"3,0",GRUESA,085,,,"0,0",,,
,09,21,10,0,240,13,"19,3","15,3","16,8",,,"1010,5",,,,,,01,"0,5",250,12,"3,0",GRUESA,078,,,,,,
,09,24,8,0,140,03,"18,2","14,8","16,1",,"19,8","1010,2",NEBLINA(10),,,,,00,"0,0",250,12,"2,0",MAREJADA,081,,,,,,04
,10,03,10,0,000,00,"15,1","13,6","14,2",,,"1010,1",,,,,,00,"0,0",250,11,"2,0",MAREJADA,091,,,,,,
,10,06,10,0,000,00,"14,8","14,1","14,4",,,"1009,2",,,,,,02,"0,5",240,10,"3,0",GRUESA,095,,,,,,
,10,09,10,0,000,00,"13,6","11,9","12,6",,,"1008,5",,,,,,02,"0,5",240,10,"2,0",MAREJADA,089,,,,,,
,10,12,1,0,000,00,"13,6","13,0","13,2",,"13,0","1009,8",NEBLINA(10),,,,,00,"0,0",240,11,"2,0",MAREJADA,097,,,,"0,0",002,
,10,15,"0,5",/,060,03,"16,2","14,7","15,3",,,"1011,0",NIEBLA(47),,,,,02,"0,5",250,08,"2,0",MAREJADA,091,,,,,,
,10,18,4,0,250,05,"19,8","16,4","17,6",,,"1011,0",NEBLINA(10),,,,,02,"0,5",250,10,"1,5",MAREJADA,081,,,,,,
,10,21,4,0,260,10,"19,2","16,1","17,2",,,"1010,0",NEBLINA(10),,,,,02,"0,5",240,12,"1,5",MAREJADA,082,,,,,,
,10,24,10,0,120,04,"16,8","15,5","16,0",,"20,5","1009,8",,,,,,00,"0,0",240,11,"1,5",MAREJADA,092,,,,,,07
,11,03,10,0,000,00,"15,8","14,8","15,2",,,"1009,0",,,,,,00,"0,0",240,11,"1,5",MAREJADA,094,,,,,,
,11,06,10,0,000,00,"14,8","14,5","14,6",,,"1008,0",,,,,,00,"0,0",240,12,"1,0",MAREJADILA,097,,,,,,
,11,09,10,0,100,06,"14,9","13,0","13,8",,,"1008,0",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,088,,,,,,
,11,12,6,8,120,04,"15,5","14,0","14,6",,"14,3","1009,8",NEBLINA(10),ST(6),300,,,00,"0,0",240,11,"1,0",MAREJADILLA,091,,,,"0,0",001,
,11,15,10,7,070,06,"18,6","15,7","16,8",,,"1011,0",,ST(6),600,,,00,"0,0",240,11,"1,5",MAREJADA,084,,,,,,
,11,18,10,0,020,02,"20,0","16,3","17,6",,,"1011,0",,,,,,00,"0,0",240,11,"1,0",MAREJADILLA,079,,,,,,
,11,21,6,0,040,06,"19,2","15,4","16,8",,,"1011,0",NEBLINA(10),,,,,00,"0,0",240,10,"1,0",MAREJADILLA,079,,,,,,
,11,24,8,3,000,00,"17,0","15,1","15,8",,"21,2","1011,5",NEBLINA(10),ST(6),300,,,00,"0,0",240,12,"1,0",MAREJADILLA,088,,,,,,07
,12,03,10,0,000,00,"16,0","14,7","15,2",,,"1011,5",,,,,,00,"0,0",240,11,"1,0",MAREJADILLA,092,,,,, ,
,12,06,6,8,050,04,"16,0","15,2","15,5",,,"1011,0",NEBLINA(10),ST(6),180,,,00,"0,0",250,10,"1,5",MAREJADA,095,,,,,,
,12,09,6,8,240,05,"15,8","14,5","15,0",,,"1010,2",NEBLINA(10),ST(6),240,,,00,"0,0",250,10,"2,0",MAREJADA CON ROMPIENTE,092,,,,,,
,12,12,10,8,000,00,"15,6","14,3","14,8",,"15,5","1011,5",,ST(6),300,,,00,"0,0",250,10,"1,5",MAREJADA,092,,,,"0,0",002,
,12,15,4,8,070,03,"16,8","15,0","15,7",,,"1013,5",NEBLINA(10),ST(6),240,,,02,"0,5",240,11,"1,5",MAREJADA,089,,,,,,
,12,18,8,0,240,06,"20,2","14,4","17,6",,,"1013,4",NEBLINA(10),,,,,02,"0,5",240,10,"1,5",MAREJADA,078,,,,,,
,12,21,10,0,250,12,"18,9","15,4","16,7",,,"1012,5",,,,,,02,"0,5",250,10,"1,5",MAREJADA,080,,,,,,
,12,24,10,0,140,05,"17,2","15,1","15,9",,"21,0","1011,1",,,,,,02,"0,5",240,10,"1,5",MAREJADA,088,,,,,,06
,13,03,10,0,000,00,"16,2","14,9","15,4",,,"1011,0",,,,,,00,"0,0",240,11,"1,0",MAREJADILLA,092,,,,,,
,13,06,10,0,000,00,"14,8","13,1","13,8",,,"1010,2",,,,,,00,"0,0",240,11,"1,0",MAREJADILLA,090,,,,,,
,13,09,6,5,110,03,"14,6","12,7","13,5",,,"1010,3",NEBLINA(10),,,,CS(6),00,"0,0",240,11,"1,0",MAREJADILLA,089,,,,,,
,13,12,10,6,000,00,"14,7","13,0","13,7",,"14,0","1012,0",,,,,CI(4),00,"0,0",240,11,"1,0",MAREJADILA,090,,,,"0,0",002,
,13,15,10,2,300,03,"18,4","14,9","16,2",,,"1013,0",,,,,CI(1),00,"0,0",240,11,"1,0",MAREJADILA,080,,,,,,
,13,18,10,0,000,00,"21,0","15,3","17,4",,,"1013,0",,,,,,00,"0,0",240,11,"1,5",MAREJADA,070,,,,,,
,13,21,10,0,190,08,"25,2","16,0","19,2",,,"1011,8",,,,,,00,"0,0",240,10,"1,5",MAREJADA,057,,,,,,
,13,24,10,0,360,05,"22,4","9,7","15,0",,"25,2","1011,8",,,,,,00,"0,0",240,11,"1,5",MAREJADA,044,290,22,,,,11
,14,03,10,0,270,07,"18,6","10,7","14,0",,,"1012,0",,,,,,00,"0,0",240,10,"1,0",MAREJADILLA,060,,,,,,
,14,06,10,0,000,00,"16,1","11,5","13,4",,,"1012,0",,,,,,00,"0,0",240,11,"1,0",MAREJADILLA,089,,,,,,
,14,09,10,0,130,03,"15,4","12,7","13,8",,,"1011,5",,,,,,00,"0,0",240,11,"1,0",MAREJADILLA,084,,,,,,
,14,12,10,0,260,03,"14,0","12,3","13,0",,"13,5","1013,0",,,,,,00,"0,0",240,11,"1,5",MAREJADA,089,,,,"0,0",005,
,14,15,10,0,270,05,"19,4","13,9","16,0",,,"1014,0",,,,,,01,"0,5",240,11,"1,5",MAREJADA,070,,,,,,
,14,18,10,0,220,21,"21,0","11,6","15,4",,,"1013,3",,,,,,01,"0,5",240,11,"2,0",MAREJADA,055,,,,,,
,14,21,10,0,230,16,"21,2","11,5","15,5",,,"1011,5",,,,,,01,"0,5",240,11,"2,0",MAREJADA,054,,,,,,
,14,24,10,0,100,04,"19,6","8,8","13,5",,"22,0","1011,5",,,,,,01,"0,5",240,12,"2,0",MAREJADA,050,,,,,,11
,15,03,10,0,000,00,"16,6","10,5","13,1",,,"1012,0",,,,,,00,"0,0",240,10,"1,0",MAREJADILLA,067,,,,,,
,15,06,10,0,000,00,"15,1","12,2","13,4",,,"1011,2",,,,,,00,"0,0",240,10,"1,5",MAREJADA,083,,,,,,
,15,09,10,0,080,03,"13,8","11,7","12,6",,,"1010,8",,,,,,00,"0,0",240,11,"1,5",MAREJADA,087,,,,,,
,15,12,10,0,130,05,"14,5","10,4","12,2",,"13,0","1011,5",,,,,,00,"0,0",240,11,"2,0",MAREJADA,077,,,,"0,0",005,
,15,15,10,0,000,00,"18,4","14,2","15,8",,,"1013,5",,,,,,00,"0,0",240,12,"2,0",MAREJADA,076,,,,,,
,15,18,10,0,250,08,"19,2","14,0","16,0",,,"1012,0",,,,,,02,"0,5",240,10,"1,5",MAREJADA,072,,,,,,
,15,21,10,0,220,10,"21,8","11,0","15,4",,,"1010,2",,,,,,02,"0,5",240,10,"2,0",MAREJADA,050,,,,,,
,15,24,10,0,210,08,"19,2","9,8","13,8",,"22,2","1011,0",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,054,,,,,,11
,16,03,10,0,180,03,"16,6","9,9",,,,"1011,1",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,065,,,,,,
,16,06,10,0,090,03,"14,2","11,0","12,4",,,"1011,0",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,080,,,,,,
,16,09,10,0,000,00,"13,0","10,5","11,6",,,"1011,0",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,084,,,,,,
,16,12,10,0,120,06,"14,6","9,2","11,6",,"12,6","1013,0",,,,,,00,"0,0",240,13,"1,0",MAREJADILLA,070,,,,"0,0",004,
,16,15,10,0,040,09,"17,4","14,5","15,6",,,"1015,2",,,,,,00,"0,0",240,12,"1,0",MAREJADILA,083,,,,,,
,16,18,10,8,010,04,"19,3","14,6","16,4",,,"1016,2",,,,,,00,"0,0",240,12,"1,0",MAREJADILA,075,,,,,,
,16,21,10,4,250,11,"17,9","14,5","15,8",,,"1015,0",,,,,CI(4),00,"0,0",240,13,"1,0",MAREJADILLA,080,,,,,,
,16,24,10,4,000,00,"16,9","14,8","15,6",,"20,1","1015,0",,,,,CI(4),00,"0,0",240,13,"1,0",MAREJADILLA,087,,,,,,05
,17,03,10,4,270,02,"15,2","13,8","14,0",,,"1015,5",,,,,CI(4),00,"0,0",240,12,"1,0",MAREJADILLA,088,,,,,,
,17,06,10,0,000,00,"14,6","12,6","13,4",,,"1015,5",,,,,,00,"0,0",240,11,"1,0",MAREJADILLA,087,,,,,,
,17,09,10,3,090,03,"14,0","12,3","13,0",,,"1015,5",,ST(6),900,,,00,"0,0",240,11,"1,0",MAREJADILLA,089,,,,,,
,17,12,10,8,010,03,"15,2","13,5","14,2",,"13,5","1016,0",,SC(5),600,,,00,"0,0",240,11,"1,0",MAREJADILLA,090,,,,"0,0",001,
,17,15,8,8,000,00,"15,9","13,4","14,4",,,"1015,0",,ST(6),450,,,00,"0,0",240,11,"1,0",MAREJADILLA,085,,,,,,
,17,18,8,0,240,12,"17,4","14,1","15,4",,,"1015,6",,,,,,01,"0,5",240,11,"1,0",MAREJADILLA,081,,,,,,
,17,21,10,0,230,10,"19,8","13,2","15,8",,,"1013,0",,,,,,02,"0,5",240,10,"1,5",MAREJADA,066,,,,,,
,17,24,10,0,080,03,"17,6","14,2","15,5",,"20,3","1012,2",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,080,,,,,,05
,18,03,10,0,000,00,"15,8","14,5","15,0",,,"1012,5",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,092,,,,,,
,18,06,4,8,090,04,"15,6","14,3","14,8",,,"1012,5",NEBLINA(10),ST(6),450,,,00,"0,0",240,12,"1,0",MAREJADILLA,092,,,,,,
,18,09,4,8,140,06,"15,2","14,4","14,7",,,"1013,8",NEBLINA(10),ST(6),300,,,00,"0,0",240,12,"1,0",MAREJADILLA,095,,,,,,
,18,12,10,8,060,10,"16,1","14,6","15,2",,"15,0","1015,8",,ST(6),300,,,00,"0,0",240,11,"1,0",MAREJADILLA,091,,,,"0,0",002,
,18,15,10,8,060,07,"17,9","14,7","15,9",,,"1016,1",,,,,,00,"0,0",240,11,"1,0",marejadilla,081,,,,,,
,18,18,10,4,250,09,"19,6","15,7","17,1",,,"1015,0",,,,,,00,"0,0",240,12,"1,5",MAREJADA,078,,,,,,
,18,21,10,2,240,14,"18,5","15,1","16,4",,,"1013,2",,SC(5),600,,,02,"0,5",240,11,"1,5",MAREJADA,081,,,,,,
,18,24,10,0,000,00,"17,0","15,2","15,9",,"20,0","1014,0",,,,,,00,"0,0",240,11,"1,5",MAREJADA,089,,,,,,07
,19,03,10,0,000,00,"16,2","14,7","15,3",,,"1014,0",,,,,,00,"0,0",240,11,"1,5",MAREJADA,091,,,,,,
,19,06,10,8,210,05,"15,8","14,7","15,1",,,"1015,2",,ST(6),450,,,00,"0,0",240,12,"1,0",MAREJADILLA,093,,,,,,
,19,09,10,8,040,06,"16,2","14,6","15,2",,,"1014,8",,ST(6),450,,,00,"0,0",240,12,"1,0",MAREJADILLA,090,,,,,,
,19,12,10,7,200,03,"15,9","13,7","14,6",,"15,8","1015,1",,SC(5),450,,,00,"0,0",240,12,"1,0",MAREJADILLA,087,,,,"0,0",002,
,19,15,10,0,030,03,"18,6","14,6","16,1",,,"1016,2",,,,,,00,"0,0",240,11,"1,0",MAREJADILLA,077,,,,,,
,19,18,10,0,230,12,"19,6","15,4","17,0",,,"1015,9",,,,,,02,"0,2",240,08,"1,0",MAREJADILLA,077,,,,,,
,19,21,10,0,250,11,"19,8","15,4","17,0",,,"1015,0",,,,,,02,"0,5",240,11,"1,0",MAREJADILA,076,,,,,,
,19,24,10,2,230,06,"18,4","15,8","16,8",,"20,6","1016,0",,,,,CI(1),00,"0,0",230,10,"1,0",MAREJADILLA,085,,,,,,09
,20,03,10,0,100,03,"17,6","14,7","15,8",,,"1015,5",,,,,,00,"0,0",240,10,"1,0",MAREJADILLA,083,,,,,,
,20,06,10,0,140,05,"16,5","12,6","14,2",,,"1013,8",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,078,,,,,,
,20,09,10,0,000,00,"15,6","13,6","14,4",,,"1014,4",,,,,,00,"0,0",240,11,"1,0",MAREJADILA,088,,,,,,
,20,12,10,0,000,00,"15,2","13,2","14,0",,"15,0","1014,5",,,,,,00,"0,0",240,10,"1,0",MAREJADILA,088,,,,"0,0",003,
,20,15,10,8,110,15,"18,3","15,8","16,7",,,"1016,8",,SC(5),450,,,00,"0,0",240,10,"1,0",MAREJADILLA,085,,,,,,
,20,18,10,0,020,04,"21,4","17,1","18,6",,,"1015,8",,,,,,00,"0,0",240,10,"1,0",MAREJADILLA,076,,,,,,
,20,21,10,0,000,00,"20,4","16,4","17,8",,,"1015,5",,,,,,00,"0,0",240,10,"1,0",MAREJADILLA,077,,,,,,
,20,24,10,4,080,04,"18,2","16,3","17,0",,"21,9","1014,5",,,,,CS(6),00,"0,0",240,10,"1,0",MAREJADILLA,088,,,,,,07
,21,03,10,0,000,00,"17,4","16,0","16,5",,,"1015,0",,,,,,00,"0,0",240,10,"1,0",MAREJADILA,091,,,,,,
,21,06,10,0,000,00,"17,2","15,3","16,0",,,"1015,0",,,,,,00,"0,0",240,10,"1,0",MAREJADILLA,088,,,,,,
,21,09,8,0,320,04,"16,8","15,5","16,0",,,"1012,6",NEBLINA(10),ST(6),300,,,00,"0,0",240,11,"1,5",MAREJADA,092,,,,,,
,21,12,10,8,050,08,"17,1","16,0","16,4",,"16,0","1014,5",,SC(5),360,,,00,"0,0",240,11,"1,5",MAREJADA,093,,,,"0,0",008,
,21,15,8,8,360,14,"18,6","16,6","17,3",,,"1016,0",LLOVIZNA (51),SC(5),360,,,02,"0,5",300,12,"1,5",MAREJADA,088,,,,,,
,21,18,10,8,020,12,"18,8","16,6","17,4",,,"1017,0",,ST(6),450,,,00,"0,0",300,11,"1,5",MAREJADA,087,,,"0,0",,,
,21,21,10,8,020,10,"19,4","16,6","17,6",,,"1017,0",,SC(5),510,,,00,"0,0",300,10,"1,5",MAREJADA,084,,,,,,
,21,24,10,8,030,07,"19,0","16,5","17,4",,"19,6","1017,0",,ST(6),510,,,00,"0,0",300,11,"1,5",MAREJADA,086,,,,,,00
,22,03,10,8,030,04,"19,0","16,3","17,3",,,"1016,5",,ST(6),450,,,00,"0,0",300,11,"1,0",MAREJADILLA,085,,,,,,
,22,06,10,0,000,00,"17,8","14,6","15,8",,,"1014,5",,,,,,00,"0,0",300,10,"1,5",MAREJADA,081,,,,,,
,22,09,10,0,000,00,"16,7","14,6","15,4",,,"1013,8",,,,,,00,"0,0",280,12,"1,4",MAREJADA,087,,,,,,
,22,12,10,4,080,06,"17,2","14,9","15,8",,"15,2","1015,0",,,,,CI (4),00,"0,0",270,13,"1,0",MAREJADILLA,086,,,"0,0","0,0",002,
,22,15,10,6,040,04,"20,1","17,0","18,1",,,"1016,5",,SC(5),,,,02,"0,5",250,10,"1,5",MAREJADILLA,083,,,,,,
,22,18,10,8,290,07,"19,9","17,1","18,1",,,"1017,0",,SC(5),,,,02,"0,5",240,11,"1,5",MAREJADILLA,084,,,,,,
,22,21,10,2,000,00,"20,9","17,1","18,4",,,"1015,5",,,,AC(2),,02,"0,5",240,12,"1,5",MAREJADILLA,079,,,,,,
,22,24,10,0,000,00,"18,5","16,0","16,9",,"21,5","1014,5",,,,,,02,"0,5",240,12,"1,0",MAREJADILLA,085,,,,,,03
,23,03,10,0,000,00,"17,5","14,9","15,9",,,"1014,2",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,085,,,,,,
,23,06,8,0,000,00,"17,0","14,6","15,5",,,"1014,0",NEBLINA(10),,,,,00,"0,0",240,12,"1,0",MAREJADILLA,086,,,,,,
