,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,02,06,4,8,080,06,"14,1","11,3","12,5",,,"1020,2",LLOVIZNA(50),ST(6),420,,,00,"0,0",260,11,"2,0",MAREJADA,083,,,"0,3",,,
*,02,09,10,8,030,03,"13,3","11,2","12,1",,,"1019,9",,,,AS(2),,00,"0,0",260,11,"2,5",MAREJADA CON ROMPIENTE,087,,,,,,
,02,12,4,8,090,06,"12,8","11,6","12,1",,"12,8","1021,0",LLUVIA(61),FS(7),240,NS(2),,02,"0,5",270,11,"3,0",GRUESA CON ROMPIENTE,092,,,"0,4","0,7",002,
,02,15,4,8,170,06,"13,8","12,8","13,2",,,"1021,5",NEBLINA (10),SC (5),300,,,02,"0,5",270,12,"3,5",GRUESA CON ROMPIENTE,094,,,,,,
,02,18,10,8,160,07,"14,5","13,0","13,6",,,"1020,0",,C (1),600,,CS(7),02,"0,5",270,12,"3,5",GRUESA CON ROMPIENTE,091,,,,,,
,02,21,4,8,000,00,"14,6","13,1","13,7",,,"1020,0",NEBLINA (10),C (1),600,,CS(7),02,"0,5",270,12,"4,0",GRUESA CON ROMPIENTE,091,,,,,,
,02,24,2,8,000,00,"13,5","11,9","12,6",,"14,8","1020,8",NEBLINA (10),,,,CS(7),00,"0,0",270,12,"4,0",GRUESA CON ROMPIENTE,090,,,,,,00
,03,03,10,0,000,00,"12,4","11,0","11,6",,,"1020,5",,,,,,00,"0,0",270,12,"4,0",GRUESA CON ROMPIENTE,091,,,,,,
,03,06,10,3,000,00,"11,1","9,8","10,4",,,"1020,0",,,,,CI(4),00,"0,0",260,12,"4,0",GRUESA CON ROMPIENTE,092,,,,,,
,03,09,6,5,010,04,"10,4","9,3","9,8",,,"1016,5",NEBLINA (10),,,AC(3),,00,"0,0",260,12,"3,5",GRUESA CON ROMPIENTE,093,,,,,,
,03,12,10,5,000,00,"10,3","9,0","9,6",,"9,7","1016,5",,,,,CS(8),00,"0,0",260,12,"3,5",GRUESA CON ROMPIENTE,098,,,,"0,0",001,
,03,15,10,8,180,13,"13,2","10,3","11,6",,,"1016,5",,,,As (1),,02,"0,5",260,15,"3,0",GRUESA CON ROMPIENTE,083,,,,,,
,03,18,10,8,030,03,"15,6","10,3","12,6",,,"1015,5",,,,AC(3),CS(7),00,"0,0",240,16,"2,0",MAREJADA CON ROMPIENTE,071,180,24,,,,
,03,21,10,8,020,07,"17,8","10,7","13,7",,,"1014,0",,,,Ac(5) ,,00,"0,0",260,10,"3,0",GRUESA CON ROMPIENTE,063,,,,,,
,03,24,4,6,000,00,"14,8","11,3","12,8",,"17,8","1013,0",NEBLINA (10),SC/CU,600,,,00,"0,0",260,10,"3,0",GRUESA CON ROMPIENTE,080,,,,,,02
,04,03,10,7,030,04,"14,6","11,5","12,8",,,"1011,8",,SC (5),360,,,00,"0,0",260,10,"3,0",GRUESA CON ROMPIENTE,082,,,,,,
,04,06,10,6,000,00,"13,1","10,2","11,5",,,"1012,0",,,,Ac(5) ,,00,"0,0",260,11,"3,0",GRUESA CON ROMPIENTE,083,,,,,,
,04,09,10,7,030,05,"12,1","9,0","10,4",,,"1010,9",,SC (5),450,,,00,"0,0",260,10,"2,5",MAREJADA,081,,,,,,
,04,12,10,7,030,05,"13,4","6,9","10,0",,"11,8","1011,0",,,,Ac(5) ,,00,"0,0",240,12,"1,5",MAREJADA,065,,,,"0,0",002,
,04,15,10,7,050,13,"13,6","10,4","11,8",,,"1014,0",,,,Ac(5) ,,00,"0,0",240,12,"2,0",MAREJADA,081,,,,,,
,04,18,10,7,070,03,"15,8","10,5","12,8",,,"1011,3",,,,AC(3),CC,00,"0,0",240,12,"2,0",MAREJADA,071,,,,,,
,04,21,10,8,180,07,"14,0","11,6","12,6",,,"1013,0",,,,AS(2),,00,"0,0",240,12,"2,0",MAREJADA,081,,,,,,
,04,24,10,8,030,07,"13,6","11,9","12,6",,"16,0","1013,0",,,,AS(2),,00,"0,0",240,12,"2,0",MAREJADA,089,,,,,,03
,05,03,10,8,190,09,"14,0","11,6","12,4",,,"1013,0",,,,AS(2),,00,"0,0",240,12,"2,0",MAREJADA,085,,,,,,
,05,06,10,8,040,22,"13,3","12,4","12,8",,,"1011,5",,,,AS(2),,02,"0,5",240,12,"1,5",MAREJADA,095,,,,,,
,05,09,10,8,010,14,"13,3","11,7","12,4",,,"1011,8",,,,AS(2),,02,"0,5",250,12,"1,5",MAREJADA,090,,,,,,
,05,12,10,8,120,10,"13,6","11,5","12,4",,"13,3","1013,0",,,,AS(2),,02,"0,5",250,12,"1,5",MAREJADA,087,,,,"0,0",003,
,05,15,8,8,350,07,"13,8","12,2","12,9",,,"1013,8",LLUVIA (60),FS(7),900,NS(2),,03,"1,0",250,11,"1,0",MAREJADILLA,090,,,,,,
,05,18,10,8,040,18,"14,6","11,7","12,9",,,"1010,0",LLUVIA (21),FS(7),270,NS(2),,06,"1,5",240,11,"1,0",MAREJADA,082,,,"0,5",,,
,05,21,8,8,050,13,"13,7","12,8","12,1",,,"1009,2",LLUVIA (60),FS(7),210,NS(2),,05,"2,0",240,12,"1,0",MAREJADA,090,,,,,,
,05,24,8,8,350,20,"13,0","12,0","12,4",,"15,0","1011,2",LLUVIA (63),FS(7),180,NS(2),,06,"2,5",240,11,"1,0",MAREJADA CON ROMPIENTE,093,,,"4,2",,,00
,06,03,8,8,030,12,"12,9","11,5","12,1",,,"1009,8",LLUVIA (63),FS(7),180,NS(2),,07,"2,5",240,11,"1,0",MAREJADA CON ROMPIENTE,091,,,,,,
,06,06,8,8,020,22,"13,3","11,9","12,5",,,"1010,0",LLUVIA (63),FS(7),210,NS(2),,06,"3,0",300,06,"3,0",GRUESA CON ROMPIENTE,091,020,37,"8,5",,,
,06,09,6,8,000,28,"12,8","12,1","12,4",,,"1007,0",LLUVIA (63),FS(7),240,NS(2),,05,"3,5",300,05,"3,5",GRUESA CON ROMPIENTE,095,,,,,,
,06,12,6,8,000,32,"12,0","11,3","11,6",,"12,0","1008,0",LLUVIA(65),FS(7),180,NS(2),,07,"4,0",300,07,"4,0",GRUESA CON ROMPIENTE,095,,,"23,6","36,8",005,
,06,15,2,8,020,27,"12,5","11,8","12,1",,,"1009,5",LLUVIA(65),FS(7),60,NS(2),,06,"4,5",260,10,"1,5",MUY GRUESA CON ROMPIENTE,096,020,37,,,,
,06,18,1,8,300,15,"12,7","12,2","12,4",,,"1009,0",LLUVIA(65),FS(7),60,NS(2),,06,"4,5",260,10,"1,5",MUY GRUESA CON ROMPIENTE,097,300,35,"39,2",,,
,06,21,6,8,350,07,"13,5","13,2","13,5",,,"1010,5",LLUVIA (60),FS(7),60,NS(2),,07,"4,5",260,10,"1,5",MUY GRUESA CON ROMPIENTE,098,,,,,,
,06,24,2,8,350,08,"12,7","12,3","12,5",,"13,7","1012,5",LLUVIA(62),FS(7),60,NS(2),,07,"4,5",260,10,"1,5",MUY GRUESA CON ROMPIENTE,098,,,"4,2",,,00
,07,03,10,8,040,04,"13,1","11,7","12,3",,,"1012,5",,FS(7),270,NS(2),,08,"4,0",250,10,"1,5",GRUESA CON ROMPIENTE,091,,,,,,
,07,06,10,8,000,00,"12,9","12,0","12,4",,,"1012,0",,FS(7),270,NS(2),,08,"4,0",250,10,"1,5",GRUESA CON ROMPIENTE,095,,,"1,5",,,
,07,09,10,8,050,06,"12,8","11,4","12,0",,,"1009,5",,ST(6),,,,00,"0,0",250,10,"3,0",GRUESA CON ROMPIENTE,091,,,,,,
,07,12,10,8,070,05,"13,1","11,7","12,3",,"12,5","1009,0",,FS(7),600,NS(2),,02,"0,5",280,11,"2,0",MAREJADA CON ROMPIENTE,091,,,,"44,9",000,
,07,15,10,8,050,08,"13,6","11,1","12,2",,,"1008,5",,ST(6),360,,,02,"0,5",300,10,"3,0",GRUESA CON ROMPIENTE,085,,,,,,
,07,18,4,8,050,10,"13,7","12,8","11,9",,,"1005,0",,FS(7),210,NS(2),,02,"0,5",300,10,"3,5",GRUESA CON ROMPIENTE,095,,,"6,4",,,
,07,21,5,8,040,06,"13,8","13,6","13,7",,,"1003,2",,FS(7),90,NS(2),,00,"0,0",300,10,"3,0",GRUESA CON ROMPIENTE DEBIL,099,,,,,,
,07,24,10,6,360,15,"14,6","13,6","14,0",,"14,6","1002,9",,SC(4),210,,,04,"2,0",280,11,"3,0",GRUESA CON ROMPIENTE,094,350,27,"8,1",,,00
,08,03,10,7,360,25,"15,2","13,2","14,0",,,"1001,9",,SC(4),210,,,05,"3,0",290,11,"3,0",GRUESA CON ROMPIENTE,088,360,36,,,,
,08,06,2,8,310,40,"12,4","11,3","11,8",,,"1002,0",CHUBASCOS(82),,,NS(2),,03,"5,0",300,08,"3,0",MUY GRUESA CON ROMPIENTE,094,310,55,"2,2",,,
,08,09,1,8,030,35,"12,4","11,3","11,8",,,"1002,0",LLUVIA (63),,,NS(2),,07,"5,0",300,07,"5,0",MUY GRUESA CON ROMPIENTE,093,030,48,,,,
,08,12,10,8,020,35,"14,0","10,3","11,9",,"11,9","1004,2",,SC(4),180,,,04,"6,0",300,07,"5,0",MUY GRUESA CON ROMPIENTE,078,020,44,"20,0","36,7",002,
,08,15,10,8,350,30,"14,8","9,0","11,6",,,"1005,1",,SC(4),180,,,04,"11,0",300,07,"5,0",MUY GRUESA CON ROMPIENTE,068,350,43,,,,
,08,18,6,8,330,32,"13,7","10,3","11,8",,,"1009,5",LLUVIA(61),FS(7),90,NS(2),,05,"6,5",300,07,"10,0",MUY GRUESA CON ROMPIENTE,080,330,46,"0,5",,,
,08,21,8,8,310,25,"12,9","10,6","11,6",,,"1011,5",CHUBASCOS(81),CU(3),450,,,06,"8,0",300,07,"10,0",ARBOLADA CON ROMPIENTE,086,310,35,,,,
,08,24,4,8,300,30,"13,0","10,7","11,7",,"15,5","1015,0",CHUBASCOS(81),CU(3),450,,,06,"7,5",300,07,"6,0",ARBOLADA CON ROMPIENTE,086,,,"2,9",,,00
,09,03,10,8,290,29,"13,2","10,9","11,9",,,"1017,6",,CU(3),600,,,06,"7,5",300,07,"6,0",ARBOLADA CON ROMPIENTE,086,,,,,,
,09,06,10,8,310,22,"13,0","11,2","12,0",,,"1019,0",,CU(3),600,,,05,"7,0",300,06,"5,5",ARBOLADA CON ROMPIENTE,089,,,"1,1",,,
,09,09,10,8,280,16,"12,8","11,4","12,0",,,"1019,5",,CU(3),600,,,05,"6,5",300,06,"5,0",ARBOLADA CON ROMPIENTE,091,,,,,,
,09,12,10,8,270,09,"11,8","10,7","11,2",,"11,8","1021,0",CHUBASCOS(81),CU(3),300,,,03,"1,5",280,10,"3,0",GRUESA CON ROMPIENTE,093,,,"1,3","5,8",004,
,09,15,10,8,040,06,"12,0","10,9","11,4",,,"1021,5",,FS(7),450,NS(2),,02,"0,5",280,08,"3,0",GRUESA CON ROMPIENTE,093,,,,,,
,09,18,8,8,360,02,"11,9","11,4","11,6",,,"1021,3",LLUVIA (61),FS(7),300,NS(2),,02,"0,5",280,08,"3,0",GRUESA CON ROMPIENTE,097,,,"7,1",,,
,09,21,10,8,240,02,"12,4","11,0","11,6",,,"1021,5",,FS(7),450,NS(2),,00,"0,0",280,10,"2,5",MAREJADA CON ROMPIENTE,091,,,,,,
,09,24,10,8,240,02,"12,0","10,6","11,2",,"12,4","1022,5",,,,NS(2),,00,"0,0",280,09,"2,5",MAREJADA CON ROMPIENTE,091,,,"0,3",,,00
,10,03,10,8,090,02,"11,6","10,5","11,0",,,"1022,3",,FS(7),540,NS(2),,00,"0,0",270,10,"2,5",MAREJADA CON ROMPIENTE,093,,,,,,
,10,06,10,8,200,06,"11,2","9,7","10,4",,,"1021,0",,SC(4),510,As(2),,00,"0,0",260,11,"2,0",MAREJADA,090,,,"0,3",,,
,10,09,10,8,000,00,"10,8","9,3","10,0",,,"1020,0",,SC(4),450,As(2),,00,"0,0",260,10,"1,5",MAREJADA,090,,,,,,
,10,12,10,8,220,10,"10,5","9,2","9,8",,"10,5","1021,0",,SC(4),450,AS(2),,00,"0,0",250,09,"1,5",MAREJADA,092,,,,"7,7",001,
,10,15,10,6,000,00,"13,1","10,0","11,4",,,"1021,0",,,,,CS (8),00,"0,0",250,12,"1,5",MAREJADA,082,,,,,,
,10,18,10,6,180,09,"14,2","9,1","11,4",,,"1019,0",,,,,,02,"0,5",250,12,"1,5",MAREJADA,072,,,,,,
,10,21,10,5,180,12,"14,0","8,5","11,0",,,"1020,5",,,,,,02,"1,0",250,12,"1,5",MAREJADA,069,,,,,,
,10,24,10,0,000,00,"11,7","8,1","9,8",,,"1020,5",,,,,,00,"0,0",250,12,"1,5",MAREJADA,079,,,,,,08
,11,03,10,0,000,00,"10,8","8,2","9,4",,,"1021,2",,,,,,00,"0,0",250,12,"1,5",MAREJADA,084,,,,,,
,11,06,10,0,000,00,"9,2","7,5","8,3",,,"1021,5",,,,,,00,"0,0",250,11,"1,5",MAREJADA,090,,,,,,
,11,09,10,0,000,00,"8,8","7,0","7,9",,,"1021,0",,,,,,00,"0,0",250,11,"1,5",MAREJADA,089,,,,,,
,11,12,10,0,000,00,"9,3","7,6","8,4",,"8,6","1021,0",,,,,,00,"0,0",250,11,"1,5",MAREJADA,089,,,,"0,0",001,
,11,15,10,0,240,05,"13,8","9,5","11,4",,,"1021,6",,,,,,00,"0,0",260,11,"1,0",MAREJADILLA,075,,,,,,
,11,18,10,0,200,10,"14,4","8,9","11,4",,,"1020,2",,,,,,02,"0,5",260,10,"1,0",MAREJADILLA,070,,,,,,
,11,21,10,0,180,15,"13,9","8,6","11,0",,,"1019,2",,,,,,01,"0,5",260,10,"1,0",MAREJADA,070,,,,,,
,11,24,10,0,150,10,"11,8","7,6","9,6",,"15,0","1020,2",,,,,,01,"0,5",250,11,"1,0",MAREJADILLA,076,,,,,,10
,12,03,10,4,000,00,"10,8","8,5","9,6",,,"1019,8",,SC (5),300,,,00,"0,0",250,11,"1,5",MAREJADA,086,,,,,,
,12,06,10,0,000,00,"10,0","7,3","8,6",,,"1019,5",,,,,,00,"0,0",250,10,"1,5",MAREJADA,083,,,,,,
,12,09,10,4,000,00,"9,6","6,9","8,2",,,"1019,0",,SC/CU,450,,CS,00,"0,0",250,10,"1,5",MAREJADA,083,,,,,,
,12,12,10,6,060,04,"9,4","7,1","8,2",,"9,2","1021,8",,,,AC(3),CC(9),00,"0,0",250,10,"1,0",MAREJADILLA,085,,,,"0,0",003,
,12,15,10,5,000,00,"11,8","8,8","10,2",,,"1023,2",,,,,CS(8),00,"0,0",240,10,"1,5",MAREJADA,088,,,,,,
,12,18,10,7,000,00,"12,6","8,9","10,6",,,"1023,5",,,,AC(3),,00,"0,0",240,10,"1,5",MAREJADA,078,,,,,,
,12,21,10,5,000,00,"13,2","7,6","10,2",,,"1023,5",,,,AC(3),,00,"0,0",240,11,"1,0",MAREJADILLA,068,,,,,,
,12,24,10,7,000,00,"12,0","8,3","10,0",,"13,5","1023,5",,,,AC(3),,00,"0,0",240,11,"1,0",MAREJADILLA,077,,,,,,05
,13,03,10,7,000,00,"11,8","8,8","10,0",,,"1023,5",,,,Ac(5) ,,00,"0,0",240,11,"1,0",MAREJADILLA,084,,,,,,
,13,06,10,2,000,00,"10,3","7,6","8,9",,,"1022,2",,,,Ac(5) ,,00,"0,0",240,12,"1,0",MAREJADILLA,084,,,,,,
,13,09,10,4,000,00,"9,5","8,2","8,8",,,"1020,6",,,,Ac(5) ,,00,"0,0",240,12,"1,0",MAREJADILLA,091,,,,,,
,13,12,10,4,000,00,"9,2","7,7","8,4",,"8,5","1020,0",,CU(1),990,AC(6),,00,"0,0",240,12,"1,0",MAREJADILLA,090,,,,"0,0",002,
,13,15,10,3,000,00,"12,4","8,7","10,4",,,"1020,2",,,,AC(3),,00,"0,0",240,11,"1,0",MAREJADILLA,078,,,,,,
,13,18,10,4,200,13,"14,2","9,1","11,4",,,"1019,2",,,,AC(7),,02,"0,5",240,12,"1,0",MAREJADILLA,071,,,,,,
,13,21,10,2,180,12,"14,0","8,9","11,2",,,"1018,2",,,,AC(3),,02,"0,5",240,11,"1,0",MAREJADILLA,071,,,,,,
,13,24,10,7,170,10,"12,4","8,3","10,2",,"16,0","1019,2",,,,AC(3),,00,"0,0",240,12,"1,0",MAREJADILLA,076,,,,,,07
,14,03,10,6,000,00,"11,6","9,8","10,6",,,"1020,0",,SC (5),990,,,00,"0,0",240,11,"1,0",MAREJADILLA,088,,,,,,
,14,06,10,7,170,06,"12,0","9,1","10,4",,,"1021,3",,ST(6),900,,,00,"0,0",240,10,"1,0",MAREJADILLA,082,,,,,,
,14,09,10,8,000,00,"12,0","8,7","10,2",,,"1022,0",,SC (5),900,As (1),,00,"0,0",240,10,"1,0",MAREJADILLA,080,,,,,,
,14,12,10,3,000,00,"11,2","9,0","10,0",,"11,2","1021,0",,SC (5),750,,,00,"0,0",240,13,"1,5",MAREJADA,086,,,,"0,0",003,
,14,15,10,2,000,00,"14,2","10,5","12,1",,,"1025,0",,ST(6),600,,,00,"0,0",240,12,"1,0",MAREJADILLA,078,,,,,,
,14,18,10,0,000,00,"15,1","9,5","12,0",,,"1025,8",,,,,,00,"0,0",240,12,"1,5",MAREJADILLA,070,,,,,,
,14,21,10,3,200,07,"14,4","8,9","11,4",,,"1025,0",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,070,,,,,,
,14,24,10,7,070,05,"13,2","7,8","10,3",,"15,8","1025,0",,,,AS(2),,00,"0,0",240,12,"1,0",MAREJADILLA,070,,,,,,06
,15,03,10,0,180,06,"11,8","8,0","9,8",,,"1024,0",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,078,,,,,,
,15,06,10,0,000,00,"10,3","7,6","8,9",,,"1023,4",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,084,,,,,,
,15,09,10,2,000,00,"10,5","7,2","8,8",,,"1022,0",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,080,,,,,,
,15,12,10,2,000,00,"10,2","7,3","8,7",,"9,4","1022,5",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,083,,,,"0,0",002,
,15,15,10,6,000,00,"13,5","8,3","10,7",,,"1022,5",,,,,CI(4),00,"0,0",240,13,"1,0",MAREJADILLA,071,,,,,,
,15,18,10,6,180,15,"13,7","8,3","10,8",,,"1022,0",,,,,Cs(8),02,"0,5",240,12,"1,0",MAREJADILLA,070,,,,,,
,15,21,10,6,180,10,"13,4","6,3","9,7",,,"1021,0",,,,AC(3),CS(8),02,"0,5",240,12,"1,0",MAREJADILLA,062,,,,,,
,15,24,10,5,290,05,"12,9","6,8","9,7",,"14,8","1019,5",,,,AC(3),,02,"0,5",240,13,"1,0",MAREJADILLA,066,,,,,,04
,16,03,10,3,000,00,"11,7","7,9","9,7",,,"1019,0",,,,AC(3),,00,"0,0",240,13,"1,0",MAREJADILLA,078,,,,,,
,16,06,10,0,170,04,"10,8","6,7","8,7",,,"1017,8",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,076,,,,,,
,16,09,10,0,070,04,"9,3","6,5","7,9",,,"1016,0",,,,,,00,"0,0",240,12,"1,5",MAREJADA,083,,,,,,
,16,12,10,0,000,00,"8,1","5,7","6,9",,"8,0","1016,0",,,,,,00,"0,0",240,12,"1,5",MAREJADA,085,,,,"0,0",002,
,16,15,10,0,180,14,"12,8","8,3","10,4",,,"1016,8",,,,,,02,"0,5",240,08,"1,0",MAREJADILLA,074,,,,,,
,16,18,10,0,210,10,"13,6","7,6","10,4",,,"1016,8",,,,,,02,"0,5",240,10,"1,5",MAREJADA,067,,,,,,
,16,21,10,0,210,05,"14,0","8,5","11,0",,,"1018,3",,,,,,00,"0,0",240,10,"1,5",MAREJADA ,069,,,,,,
,16,24,10,6,270,05,"11,5","7,3","9,3",,"15,2","1021,8",,SC/CU,360,,,00,"0,0",240,10,"1,0",MAREJADILLA,075,,,,,,10
,17,03,10,7,000,00,"12,0","7,4","9,6",,,"1023,0",,SC/CU,360,,,00,"0,0",240,10,"1,5",MAREJADA,073,,,,,,
,17,06,10,8,000,00,"11,8","10,7","11,2",,,"1022,0",,SC (5),300,,,00,"0,0",240,10,"1,5",MAREJADA,093,,,,,,
,17,09,10,7,000,00,"11,8","7,4","9,5",,,"1021,5",,SC (5),360,AS(2),,00,"0,0",240,11,"1,5",MAREJADA,075,,,,,,
,17,12,10,7,000,00,"11,8","7,6","9,6",,"9,5","1022,0",,SC (5),450,,,00,"0,0",240,11,"1,5",MAREJADA,075,,,,"0,0",002,
,17,15,10,8,000,00,"13,1","8,9","10,8",,,"1024,0",,SC (5),510,,,00,"0,0",240,11,"1,5",MAREJADA,076,,,,,,
,17,18,10,8,320,04,"14,2","8,7","11,2",,,"1024,0",,SC (5),510,,,02,"1,0",240,12,"1,5",MAREJADA,070,,,,,,
,17,21,10,0,190,08,"14,3","9,8","11,8",,,"1023,8",,,,,,02,"1,0",240,12,"1,5",MAREJADA,075,,,,,,
,17,24,10,0,150,05,"12,0","8,5","10,1",,"15,4","1023,8",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,079,,,,,,03
,18,03,10,0,000,00,"10,7","8,2","9,4",,,"1024,8",,,,,,00,"0,0",240,12,"1,5",MAREJADA,085,,,,,,
,18,06,10,0,000,00,"10,0","7,7","8,8",,,"1024,8",,,,,,00,"0,0",240,12,"1,5",MAREJADA,085,,,,,,
,18,09,10,0,000,00,"9,6","6,4","8,0",,,"1022,5",,,,,,00,"0,0",240,12,"1,5",MAREJADA,080,,,,,,
,18,12,10,0,000,00,"8,7","6,7","7,7",,"8,6","1022,0",,,,,,02,"0,5",240,12,"1,0",MAREJADILLA,087,,,,"0,0",004,
,18,15,10,0,000,00,"13,6","10,4","11,8",,,"1021,0",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,081,,,,,,
,18,18,10,0,180,13,"16,7","11,0","13,4",,,"1018,0",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,069,,,,,,
,18,21,10,0,180,13,"18,4","10,8","14,0",,,"1015,0",,,,,,00,"0,0",240,12,"1,5",MAREJADA,061,,,,,,
,18,24,10,0,170,08,"16,0","10,0","12,6",,"18,4","1014,0",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,068,,,,,,10
,19,03,10,0,000,00,"14,9","8,9","11,6",,,"1013,0",,,,,,00,"0,0",240,12,"1,0",MAREJADILLA,067,,,,,,
,19,06,10,0,040,06,"13,2","10,2","11,5",,,"1012,2",,,,,,00,"0,0",240,11,"1,0",MAREJADILLA,081,,,,,,
,19,09,10,0,050,03,"11,5","9,1","10,2",,,"1013,2",,,,,,00,"0,0",240,11,"1,0",MAREJADILLA,085,,,,,,
,19,12,10,8,000,00,"12,0","10,9","11,4",,"11,0","1014,0",,ST(6),300,,,00,"0,0",240,13,"1,0",MAREJADILLA,093,,,,"0,0",003,
,19,15,4,8,350,07,"12,4","11,5","11,9",,,"1015,0",NEBLINA (10),ST(6),300,,,02,"0,5",240,12,"1,0",MAREJADILLA,094,,,,,,
,19,18,4,8,350,16,"13,4","12,5","12,9",,,"1016,2",NEBLINA (10),SC (5),300,,,03,"1,5",240,12,"1,0",MAREJADILLA,095,,,,,,
,19,21,4,8,340,15,"13,1","12,1","12,5",,,"1017,5",NEBLINA (10),SC (5),300,,,04,"1,5",350,10,"1,5",MAREJADA,093,,,,,,
,19,24,4,8,020,03,"12,9","11,1","11,9",,"13,6","1017,0",NEBLINA (10),SC (5),300,,,00,"0,0",350,10,"1,5",MAREJADA,087,,,"0,0",,,00
,20,03,10,6,090,06,"12,5","10,3","11,3",,,"1016,0",,SC (5),300,,,00,"0,0",280,12,"1,0",MAREJADILLA,087,,,,,,
,20,06,10,4,080,07,"12,0","10,2","11,0",,,"1013,8",,,,AC(3),,02,"0,5",270,11,"1,0",MAREJADILLA,089,,,,,,
,20,09,10,0,000,00,"11,5","9,9","10,6",,,"1014,1",,,,,,00,"0,0",270,12,"1,0",MAREJADILLA,090,,,,,,
,20,12,10,6,350,07,"12,6","11,4","11,9",,"11,1","1016,5",,SC (5),450,,CS(2),02,"0,5",270,12,"1,0",MAREJADILLA,092,,,"0,0","0,0",001,
,20,15,10,8,350,05,"13,5","12,1","12,7",,,"1017,5",,SC (5),210,,,02,"0,5",270,12,"1,0",MAREJADILLA,091,,,,,,
,20,18,10,8,000,00,"14,3","12,4","13,2",,,"1016,0",,SC (5),240,,,02,"0,5",270,12,"1,0",MAREJADILLA,089,,,,,,
,20,21,10,8,000,00,"13,9","11,8","12,7",,,"1015,0",,SC (5),270,,,02,"0,5",270,12,"1,0",MAREJADILLA,087,,,,,,
,20,24,10,8,000,00,"13,5","11,8","12,5",,"15,0","1015,0",,SC (5),450,,,02,"0,5",270,12,"1,0",MAREJADILLA,089,,,,,,00
,21,03,10,5,340,04,"13,3","11,9","12,5",,,"1015,0",,SC (5),450,,,02,"0,5",270,12,"1,0",MAREJADILLA,091,,,,,,
,21,06,10,6,350,06,"12,8","11,4","12,0",,,"1015,5",,SC (5),750,,,02,"0,5",260,11,"1,0",MAREJADILLA,091,,,,,,
